Office,,404 S. 8th Street,L110,Boise,,ID,83702,75 031 SF,1 936 SF,Downtown,Creative/Loft,B,$1.17 - $72.92 /SF/Mo,,,Wendy Shoemaker,18343140,
Office,,404 S. 8th Street,L115,Boise,,ID,83702,75 031 SF,2 706 SF,Downtown,Creative/Loft,B,$1.17 - $72.92 /SF/Mo,,,Wendy Shoemaker,18343140,
Office,,404 S. 8th Street,201,Boise,,ID,83702,75 031 SF,1 768 SF,Downtown,Creative/Loft,B,$1.17 - $72.92 /SF/Mo,2 247 SF,,Wendy Shoemaker,18343140,9/1/2015
Office,,404 S. 8th Street,200,Boise,,ID,83702,75 031 SF,2 182 SF,Downtown,Creative/Loft,B,Negotiable,,,Wendy Shoemaker,18343140,
Office,,380 S. 4th,102,Boise,,ID,83702,,1 365 SF,Downtown,Office Building,,$1.50 /SF/Mo,,,Travis Aeschbacher,19316578,Now
Office,,380 S. 4th,201,Boise,,ID,83702,,391 SF,Downtown,Office Building,,$1.41 - $45.83 /SF/Mo,,,Travis Aeschbacher,19316578,Now
Office,,380 S. 4th,202,Boise,,ID,83702,,483 SF,Downtown,Office Building,,$1.40 - $56.25 /SF/Mo,,,Travis Aeschbacher,19316578,Now
Office,,104 S Capitol Blvd,1,Boise,,ID,83702,6 100 SF,950 SF,Downtown,Creative/Loft,A,$1.21 /SF/Mo,950 SF,,Jamie Anderson,19292419,Now
Office,,512 W. Idaho,200B,Boise,,ID,83702,4 353 SF,600 SF,Downtown,Office Building,B,$1 - $50 /SF/Mo,,,Nancy K. Lemas,18122327,
Office,,512 W. Idaho,102,Boise,,ID,83702,4 353 SF,500 SF,Downtown,Office Building,B,$1 - $50 /SF/Mo,,,Nancy K. Lemas,18122327,
Office,,225 N 9th Street  Suite 800,800,Boise,,ID,83702,1 019 SF,1 019 SF,Downtown,Office Building,,$1.75 /SF/Mo,1 019 SF,,Thornton Oliver Keller Commercial Real Estate,19272040,Now
Retail,,1501 Main Street,A,Boise,,ID,83702,,5 400 SF,Downtown,Street Retail,,$1 /SF/Mo,,,Lew Goldman,19245886,Now
Retail,,1501 Main Street,B,Boise,,ID,83702,,5 000 SF,Downtown,Street Retail,,$1 /SF/Mo,,,Lew Goldman,19245886,Now
Retail,,1501 Main Street,Basement,Boise,,ID,83702,,5 000 SF,Downtown,Street Retail,,Negotiable,,,Lew Goldman,19245886,Now
Office,,1150 State Street,Suite 202 A-C,Boise,,ID,83702,13 224 SF,583 SF,Downtown,Office Building,A,$1 /SF/Mo,3 094 SF,,Jamie Anderson,19231177,Now
Office,,1150 State Street,Suite 202,Boise,,ID,83702,13 224 SF,813 SF,Downtown,Office Building,A,$1 /SF/Mo,3 094 SF,,Jamie Anderson,19231177,Now
Office,,1150 State Street,Suite 203,Boise,,ID,83702,13 224 SF,1 698 SF,Downtown,Office Building,A,$1 /SF/Mo,3 094 SF,,Jamie Anderson,19231177,Now
Office,,910 Main Street,304,Boise,,ID,83702,37 982 SF,559 SF,Downtown,Office Building,A,$1.41 - $65.83 /SF/Mo,559 SF,,Janet Benoit,14252933,
Office,,910 Main Street,254,Boise,,ID,83702,37 982 SF,485 SF,Downtown,Office Building,A,$1.41 - $65.83 /SF/Mo,485 SF,,Janet Benoit,14252933,Now
Office,,910 Main Street,337,Boise,,ID,83702,37 982 SF,173 SF,Downtown,Office Building,A,$1.41 - $65.83 /SF/Mo,173 SF,,Janet Benoit,14252933,Now
Office,,910 Main Street,356,Boise,,ID,83702,37 982 SF,469 SF,Downtown,Office Building,A,$1.41 - $65.83 /SF/Mo,469 SF,,Janet Benoit,14252933,Now
Retail,,1009 W. Bannock Street,Space 1,Boise,,ID,83702,38 241 SF,2 321 SF,Downtown,Street Retail,,$0.92 /SF/Mo,,,Brook Blakeslee,19206828,Now
Office,,101 S. Capitol Blvd.,3rd Floor,Boise,,ID,83702,256 000 SF,2 721 SF,Downtown,Office Building,A,$1.83 /SF/Mo,,,Mark Cleverley,18672165,
Office,,101 S. Capitol Blvd.,3rd Floor,Boise,,ID,83702,256 000 SF,1 437 SF,Downtown,Office Building,A,$1.83 /SF/Mo,,,Mark Cleverley,18672165,
Office,,101 S. Capitol Blvd.,17th Floor,Boise,,ID,83702,256 000 SF,5 521 SF,Downtown,Office Building,A,$1.83 - $1.96 /SF/Mo,,,Mark Cleverley,18672165,
Office,,101 S. Capitol Blvd.,12th Floor,Boise,,ID,83702,256 000 SF,4 160 SF,Downtown,Office Building,A,$1.83 - $1.96 /SF/Mo,,,Mark Cleverley,18672165,Now
Office,,101 S. Capitol Blvd.,8th Floor,Boise,,ID,83702,256 000 SF,14 230 SF,Downtown,Office Building,A,$1.83 - $1.96 /SF/Mo,,,Mark Cleverley,18672165,
Office,,101 S. Capitol Blvd.,9th Floor,Boise,,ID,83702,256 000 SF,14 230 SF,Downtown,Office Building,A,$1.83 - $1.96 /SF/Mo,,,Mark Cleverley,18672165,
Office,,101 S. Capitol Blvd.,2nd Floor,Boise,,ID,83702,256 000 SF,3 467 SF,Downtown,Office Building,A,$1.83 - $1.96 /SF/Mo,,,Mark Cleverley,18672165,
Office,,101 S. Capitol Blvd.,2nd Floor,Boise,,ID,83702,256 000 SF,7 255 SF,Downtown,Office Building,A,$1.83 - $1.96 /SF/Mo,,,Mark Cleverley,18672165,Now
Office,,802 W. Bannock Street,LP110,Boise,,ID,83702,87 282 SF,1 115 SF,Downtown,Office Building,B,$1.08 /SF/Mo,1 225 SF,,Wendy Shoemaker,17439829,
Office,,802 W. Bannock Street,402,Boise,,ID,83702,87 282 SF,569 SF,Downtown,Office Building,B,$1.08 - $68.75 /SF/Mo,,,Wendy Shoemaker,17439829,
Office,,802 W. Bannock Street,Ste. 700,Boise,,ID,83702,87 282 SF,1 663 SF,Downtown,Office Building,B,$1.08 - $68.75 /SF/Mo,1 663 SF,,Wendy Shoemaker,17439829,
Office,,802 W. Bannock Street,Ste. 407,Boise,,ID,83702,87 282 SF,192 SF,Downtown,Office Building,B,$1.08 - $68.75 /SF/Mo,,,Wendy Shoemaker,17439829,
Office,,802 W. Bannock Street,Ste. 408,Boise,,ID,83702,87 282 SF,193 SF,Downtown,Office Building,B,$1.08 - $68.75 /SF/Mo,,,Wendy Shoemaker,17439829,
Office,,802 W. Bannock Street,101,Boise,,ID,83702,87 282 SF,2 178 SF,Downtown,Office Building,B,$1.08 - $68.75 /SF/Mo,2 178 SF,,Wendy Shoemaker,17439829,
Office,,802 W. Bannock Street,808 W. Bannock,Boise,,ID,83702,87 282 SF,1 861 SF,Downtown,Office Building,B,$1.08 - $68.75 /SF/Mo,2 672 SF,,Wendy Shoemaker,17439829,Now
Office,,802 W. Bannock Street,LP101 (Spa),Boise,,ID,83702,87 282 SF,811 SF,Downtown,Office Building,B,$1.08 - $68.75 /SF/Mo,2 672 SF,,Wendy Shoemaker,17439829,Now
Office,,350 N. 9th Street,100,Boise,,ID,83702,69 615 SF,2 910 SF,Downtown,Office Building,A,Negotiable,,,Chris Penland,19175614,Now
Office,,350 N. 9th Street,500,Boise,,ID,83702,69 615 SF,8 435 SF,Downtown,Office Building,A,Negotiable,8 435 SF,,Chris Penland,19175614,Now
Office,,350 N. 9th Street,400,Boise,,ID,83702,69 615 SF,6 017 SF,Downtown,Office Building,A,Negotiable,6 017 SF,,Chris Penland,19175614,Now
Office,,350 N. 9th Street,M200,Boise,,ID,83702,69 615 SF,1 229 SF,Downtown,Office Building,A,Negotiable,1 229 SF,,Chris Penland,19175614,Now
Office,,350 N. 9th Street,B10,Boise,,ID,83702,69 615 SF,1 086 SF,Downtown,Office Building,A,Negotiable,1 086 SF,,Chris Penland,19175614,Now
Office,,350 N. 9th Street,B60,Boise,,ID,83702,69 615 SF,1 425 SF,Downtown,Office Building,A,Negotiable,1 425 SF,,Chris Penland,19175614,Now
Office,,1001 Main Street,Floor 1,Boise,,ID,83702,56 874 SF,9 995 SF,Downtown,Office Building,A,Negotiable,9 995 SF,,Jamie Anderson,18990251,
Office,,1001 Main Street,Floor 2,Boise,,ID,83702,56 874 SF,10 138 SF,Downtown,Office Building,A,Negotiable,10 138 SF,,Jamie Anderson,18990251,
Office,,1001 Main Street,Floor 3,Boise,,ID,83702,56 874 SF,10 138 SF,Downtown,Office Building,A,Negotiable,10 138 SF,,Jamie Anderson,18990251,
Office,,1001 Main Street,Floor 4,Boise,,ID,83702,56 874 SF,10 138 SF,Downtown,Office Building,A,Negotiable,10 138 SF,,Jamie Anderson,18990251,
Office,,1412 W. Idaho Street,240A,Boise,,ID,83702,15 764 SF,701 SF,Downtown,Office Building,A,$1.17 - $68.17 /SF/Mo,2 121 SF,,Lawrence Ross,19027046,Now
Office,,1412 W. Idaho Street,240B,Boise,,ID,83702,15 764 SF,926 SF,Downtown,Office Building,A,$1.17 - $90 /SF/Mo,926 SF,,Lawrence Ross,19027046,Now
Office,,1412 W. Idaho Street,250A,Boise,,ID,83702,15 764 SF,1 197 SF,Downtown,Office Building,A,$1.17 - $116.42 /SF/Mo,1 197 SF,,Lawrence Ross,19027046,Now
Office,,1412 W. Idaho Street,250B,Boise,,ID,83702,15 764 SF,1 421 SF,Downtown,Office Building,A,$1.17 - $138.08 /SF/Mo,1 197 SF,,Lawrence Ross,19027046,Now
Office,,1412 W. Idaho Street,240-250,Boise,,ID,83702,15 764 SF,2 121 SF,Downtown,Office Building,A,$1.17 - $206.25 /SF/Mo,2 121 SF,,Lawrence Ross,19027046,Now
Retail,,1402 W. Grove Street,Space 1,Boise,,ID,83702,12 400 SF,4 500 SF,Downtown,Street Retail,,$1.17 /SF/Mo,,,Mike Christensen,19136745,Now
Retail,,1402 W. Grove Street,Space 2,Boise,,ID,83702,12 400 SF,4 500 SF,Downtown,Street Retail,,$1.17 - $1.58 /SF/Mo,4 500 SF,,Mike Christensen,19136745,Now
Office,Downtown Zions Bank Building Executive Offices,800 W. Main Street,1460,Boise,,ID,83702,364 060 SF,100 SF,Downtown,Office Building,A,Negotiable,,,Russ Fulcher,19109437,Now
Retail,Idanha Building,928 W. Main Street,Space 1,Boise,,ID,83702,19 200 SF,4 102 SF,Downtown,Restaurant,,$1.17 /SF/Mo,,,Mike Christensen,19099229,Now
Office,OWYHEE,1109 Main Street,Lower Level 1,Boise,,ID,83702,50 000 SF,552 SF,Downtown,Office Building,A,Negotiable,,,Guy Levingston,18062937,
Office,OWYHEE,1109 Main Street,Lower Level 2,Boise,,ID,83702,50 000 SF,1 137 SF,Downtown,Office Building,A,Negotiable,,,Guy Levingston,18062937,
Office,OWYHEE,1109 Main Street,230,Boise,,ID,83702,50 000 SF,2 024 SF,Downtown,Office Building,A,Negotiable,3 518 SF,,Guy Levingston,18062937,
Office,OWYHEE,1109 Main Street,330,Boise,,ID,83702,50 000 SF,1 107 SF,Downtown,Office Building,A,$1.75 - $161.50 /SF/Mo,,,Guy Levingston,18062937,
Office,OWYHEE,1109 Main Street,340,Boise,,ID,83702,50 000 SF,1 475 SF,Downtown,Office Building,A,$1.75 - $215.17 /SF/Mo,,,Guy Levingston,18062937,
Office,OWYHEE,1109 Main Street,4th Floor,Boise,,ID,83702,50 000 SF,3 794 SF,Downtown,Office Building,A,Negotiable,3 795 SF,,Guy Levingston,18062937,
Office,OWYHEE,1109 Main Street,6th Floor,Boise,,ID,83702,50 000 SF,10 000 SF,Downtown,Office Building,A,Negotiable,10 000 SF,,Guy Levingston,18062937,
Office,537 W. Bannock,537 W Bannock,Floor 1,Boise,,ID,83702,9 836 SF,4 589 SF,Downtown,Office Building,B,$1.04 /SF/Mo,4 589 SF,,Scott Raeber,19085324,Now
Office,Linen Building,1402 W. Grove Street,First Floor,Boise,,ID,83702,11 683 SF,4 500 SF,Downtown,Office Building,B,$1.17 /SF/Mo,,,Scott Feighner,19081958,Now
Office,Linen Building,1402 W. Grove Street,Second Floor,Boise,,ID,83702,11 683 SF,4 500 SF,Downtown,Office Building,B,$1.17 - $1.58 /SF/Mo,,,Scott Feighner,19081958,Now
Retail,One Capital Center,999 Main Street,Suite 100,Boise,,ID,83702,2 535 870 SF,5 862 SF,Downtown,Street Retail,,Negotiable,,,Mike Christensen,18717122,
Retail,One Capital Center,999 Main Street,100B,Boise,,ID,83702,2 535 870 SF,1 768 SF,Downtown,Street Retail,,Negotiable,,,Mike Christensen,18717122,
Retail,One Capital Center,999 Main Street,101,Boise,,ID,83702,2 535 870 SF,3 707 SF,Downtown,Street Retail,,Negotiable,,,Mike Christensen,18717122,
Office,Northrup Building - BODO - 8th St. Marketplace,405 S. 8th Street,155,Boise,,ID,83702,47 143 SF,1 228 SF,Downtown,Creative/Loft,B,$1.21 /SF/Mo,1 228 SF,,Wendy Shoemaker,18343162,
Office,Northrup Building - BODO - 8th St. Marketplace,405 S. 8th Street,202,Boise,,ID,83702,47 143 SF,566 SF,Downtown,Creative/Loft,B,$1.21 - $58.33 /SF/Mo,566 SF,,Wendy Shoemaker,18343162,
Office,Northrup Building - BODO - 8th St. Marketplace,405 S. 8th Street,265,Boise,,ID,83702,47 143 SF,565 SF,Downtown,Creative/Loft,B,$0.97 - $58.33 /SF/Mo,565 SF,,Wendy Shoemaker,18343162,
Office,Northrup Building - BODO - 8th St. Marketplace,405 S. 8th Street,304/305,Boise,,ID,83702,47 143 SF,216 SF,Downtown,Creative/Loft,B,$0.97 - $58.33 /SF/Mo,,,Wendy Shoemaker,18343162,
Office,Northrup Building - BODO - 8th St. Marketplace,405 S. 8th Street,365,Boise,,ID,83702,47 143 SF,838 SF,Downtown,Creative/Loft,B,$0.97 - $70 /SF/Mo,,,Wendy Shoemaker,18343162,
Retail,9th & Idaho,213 N. 9th Street,Space 1,Boise,,ID,83702,92 160 SF,5 447 SF,Downtown,Street Retail,,$2 /SF/Mo,5 447 SF,,Mike Christensen,18999560,
Office,Capitol & Front,280 S. Capitol Blvd.,2nd,Boise,,ID,83702,18 640 SF,8 275 SF,Downtown,Office Building,,$1.15 /SF/Mo,8 275 SF,,Thornton Oliver Keller Commercial Real Estate,18528966,Now
Office,Capitol & Front,280 S. Capitol Blvd.,1st,Boise,,ID,83702,18 640 SF,5 300 SF,Downtown,Office Building,,$1.15 - $2.98 /SF/Mo,5 300 SF,,Thornton Oliver Keller Commercial Real Estate,18528966,Now
Office,Capitol & Front,280 S. Capitol Blvd.,Lower,Boise,,ID,83702,18 640 SF,5 065 SF,Downtown,Office Building,,$0.42 - $2.98 /SF/Mo,5 065 SF,,Thornton Oliver Keller Commercial Real Estate,18528966,Now
Office,Capitol & Front,280 S. Capitol Blvd.,1st/LL,Boise,,ID,83702,18 640 SF,10 365 SF,Downtown,Office Building,,Negotiable,10 365 SF,,Thornton Oliver Keller Commercial Real Estate,18528966,Now
Retail,1008 West Main Street,1008 West Main Street,Space 1,Boise,,ID,83702,1 507 SF,1 507 SF,Downtown,Street Retail,,$0.92 /SF/Mo,1 507 SF,,Jay Story  CCIM,18936073,Now
Office,9th & Idaho Center,225 North 9th Street,800,Boise,,ID,83702,84 650 SF,1 051 SF,Downtown,Office Building,A,Negotiable,,,Julie Feely,18845364,Now
Office,One Capital Center,999 Main Street,Suite 100,Boise,,ID,83702,230 438 SF,5 862 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 101,Boise,,ID,83702,230 438 SF,3 707 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 200,Boise,,ID,83702,230 438 SF,16 524 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 300/3rd,Boise,,ID,83702,230 438 SF,16 516 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 907,Boise,,ID,83702,230 438 SF,543 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 911,Boise,,ID,83702,230 438 SF,1 255 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 300/10th,Boise,,ID,83702,230 438 SF,16 205 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 1101,Boise,,ID,83702,230 438 SF,3 875 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 1200,Boise,,ID,83702,230 438 SF,15 632 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 1300,Boise,,ID,83702,230 438 SF,16 495 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Suite 1400,Boise,,ID,83702,230 438 SF,5 099 SF,Downtown,Office Building,B,$1.67 /SF/Mo,,,Scott Feighner,18712753,
Office,One Capital Center,999 Main Street,Contiguous,Boise,,ID,83702,230 438 SF,101 713 SF,Downtown,Office Building,B,$1.67 /SF/Mo,101 713 SF,,Scott Feighner,18712753,
Office,Empire Building 3rd Floor,205 N. 10th Street,Space 1,Boise,,ID,83702,53 725 SF,200 SF,Downtown,Office Building,A,$2 - $33.33 /SF/Mo,200 SF,,Lawrence Ross,18529298,Now
Office,Empire Building 3rd Floor,205 N. 10th Street,Space 2,Boise,,ID,83702,53 725 SF,1 200 SF,Downtown,Office Building,A,$1.67 - $166.67 /SF/Mo,1 200 SF,,Lawrence Ross,18529298,
Retail,510 Main Street,510 Main Street,Space 1,Boise,,ID,83702,2 006 SF,2 006 SF,Downtown,Free Standing Bldg,,$1.55 /SF/Mo,,,Tim Thornton,18716400,
Office,Key Financial Center,702 W. Idaho,4th Floor,Boise,,ID,83702,100 000 SF,8 020 SF,Downtown,Office Building,A,$1.71 /SF/Mo,8 020 SF,,Scott Schoenherr,18713318,Now
Office,Key Financial Center,702 W. Idaho,11th floor,Boise,,ID,83702,100 000 SF,8 020 SF,Downtown,Office Building,A,$1.71 /SF/Mo,8 020 SF,,Scott Schoenherr,18713318,Now
Office,Key Financial Center,702 W. Idaho,3rd floor,Boise,,ID,83702,100 000 SF,1 025 SF,Downtown,Office Building,A,$1.71 /SF/Mo,1 025 SF,,Scott Schoenherr,18713318,Now
Office,8th & Main,800 W. Main St.,9th Floor,Boise,,ID,83702,269 000 SF,5 392 SF,Downtown,Office Building,A,$2.17 /SF/Mo,,,Mark Cleverley,18672064,
Office,8th & Main,800 W. Main St.,9th Floor,Boise,,ID,83702,269 000 SF,3 518 SF,Downtown,Office Building,A,$2.17 /SF/Mo,,,Mark Cleverley,18672064,
Office,8th & Main,800 W. Main St.,9th Floor,Boise,,ID,83702,269 000 SF,5 352 SF,Downtown,Office Building,A,$2.17 /SF/Mo,,,Mark Cleverley,18672064,
Office,8th & Main,800 W. Main St.,11th Floor,Boise,,ID,83702,269 000 SF,2 883 SF,Downtown,Office Building,A,$2.17 /SF/Mo,,,Mark Cleverley,18672064,
Office,8th & Main,800 W. Main St.,14th Floor,Boise,,ID,83702,269 000 SF,6 429 SF,Downtown,Office Building,A,$2.17 /SF/Mo,,,Mark Cleverley,18672064,
Retail,Pioneer Building,6th & Main Street,574 Main,Boise,,ID,83702,30 020 SF,1 110 SF,Downtown,Street Retail,,$1.50 /SF/Mo,,,Tim Thornton,13754526,
Office,Banner Bank Building,950 W Bannock St,1100,Boise,,ID,83702,181 180 SF,5 000 SF,Downtown,Office Building,A,Negotiable,5 000 SF,,Leah Smith,15235866,
Office,Star Building,512 West Idaho St.,Suite 200,Boise,,ID,83702,5 300 SF,1 350 SF,Downtown,Office Building,B,$1.37 - $154.17 /SF/Mo,1 350 SF,,Nancy K. Lemas,18496321,
Office,Star Building,512 West Idaho St.,Suite 105,Boise,,ID,83702,5 300 SF,170 SF,Downtown,Office Building,B,$1.37 - $154.17 /SF/Mo,,,Nancy K. Lemas,18496321,
Office,Star Building,512 West Idaho St.,Suite 204,Boise,,ID,83702,5 300 SF,170 SF,Downtown,Office Building,B,$1.37 - $154.17 /SF/Mo,,,Nancy K. Lemas,18496321,
Retail,Owyhee,1109 W. Main Street,Restaurante/Lounge,Boise,,ID,83702,56 343 SF,5 355 SF,Downtown,Restaurant,,$1.25 /SF/Mo,5 355 SF,,Tim Thornton,18495928,
Retail,Boise Restaurant/Bar Lease - REDUCED!,615 W. Main,Space 1,Boise,,ID,83702,6 670 SF,3 000 SF,Downtown,Restaurant,,$1.50 /SF/Mo,,,Arthur Berry,18451430,Now
Retail,Downtown Boise Storefront Retail,1023 Main St.,Space 1,Boise,,ID,83702,10 000 SF,1 200 SF,Downtown,Street Retail,,$1.13 /SF/Mo,,,Matt Mahoney,18365914,
Industrial,Linen District Retail/Flex,1420 West Front Street,Space 1,Boise,,ID,83702,8 833 SF,8 833 SF,Downtown,Flex Space,,$0.50 /SF/Mo,,,Michael Bergmann,18328853,Now
Retail,Capitol & Myrtle,Capitol & Myrtle,1,Boise,,ID,83702,32 523 SF,18 356 SF,Downtown,Retail Pad,,Negotiable,32 523 SF,,Rose Walker,18206836,Now
Retail,300 S. Capitol,300 S. Capitol Blvd.,Pad 3,Boise,,ID,83702,,2 500 SF,Downtown,Neighborhood Center,,Negotiable,,,Rose Walker,18153345,
Retail,Bodo,Capitol and Front Streets,Bldg 7 - Ste 353,Boise,,ID,83702,100 000 SF,2 770 SF,Downtown,Retail (Other),,Negotiable,,,Brook Blakeslee,15343067,
Retail,Bodo,Capitol and Front Streets,Bldg 8 - Ste 439,Boise,,ID,83702,100 000 SF,1 200 SF,Downtown,Retail (Other),,Negotiable,,,Brook Blakeslee,15343067,
Retail,Bodo,Capitol and Front Streets,Bldg 8 - Ste 451,Boise,,ID,83702,100 000 SF,925 SF,Downtown,Retail (Other),,Negotiable,,,Brook Blakeslee,15343067,
Retail,Bodo,Capitol and Front Streets,Bldg 8 - Ste 473,Boise,,ID,83702,100 000 SF,1 046 SF,Downtown,Retail (Other),,Negotiable,,,Brook Blakeslee,15343067,
Retail,Bodo,Capitol and Front Streets,860,Boise,,ID,83702,100 000 SF,1 791 SF,Downtown,Retail (Other),,Negotiable,,,Brook Blakeslee,15343067,
Office,BoDo,750 Broad Street,Bldg. 8  Ste 439,Boise,,ID,83702,40 000 SF,1 200 SF,Downtown,Office Building,A,Negotiable,,,Brook Blakeslee,16819959,
Office,BoDo,750 Broad Street,Bldg. 8  Ste 451,Boise,,ID,83702,40 000 SF,925 SF,Downtown,Office Building,A,Negotiable,,,Brook Blakeslee,16819959,
Office,BoDo,750 Broad Street,Bldg. 8  Ste 473,Boise,,ID,83702,40 000 SF,1 046 SF,Downtown,Office Building,A,Negotiable,,,Brook Blakeslee,16819959,
Office,BoDo,750 Broad Street,Bldg. 8  Ste 755,Boise,,ID,83702,40 000 SF,847 SF,Downtown,Office Building,A,Negotiable,,,Brook Blakeslee,16819959,
Office,BoDo,750 Broad Street,Bldg. 4  Ste 884,Boise,,ID,83702,40 000 SF,1 253 SF,Downtown,Office Building,A,Negotiable,,,Brook Blakeslee,16819959,
Office,Wells Fargo Building Sublease,877 W. Main Street  Suite 500,500,Boise,,ID,83702,80 000 SF,16 313 SF,Downtown,Office Building,A,Negotiable,16 313 SF,,Lew Manglos  CCIM  SIOR,17420733,Now
Office,413 W Idaho Street,413 W Idaho Street,301,Boise,,ID,83702,16 524 SF,1 809 SF,Downtown,Office Building,,$1.29 /SF/Mo,,,Jamie Anderson,19331711,Now
Retail,610 W. Idaho Street,610 W. Idaho Street,Space 1,Boise,,ID,83702,9 800 SF,9 800 SF,Downtown,Restaurant,,$1.25 /SF/Mo,,,Jeffrey Hall,19320648,Now
Office,McCarty Building,202 N 9th Street,101,Boise,,ID,83702,15 800 SF,1 033 SF,Downtown,Office Building,,Negotiable,,,Scott Hurt,19308657,Now
Office,McCarty Building,202 N 9th Street,2nd floor,Boise,,ID,83702,15 800 SF,5 564 SF,Downtown,Office Building,,Negotiable,,,Scott Hurt,19308657,
Office,McCarty Building,202 N 9th Street,303,Boise,,ID,83702,15 800 SF,1 996 SF,Downtown,Office Building,,Negotiable,,,Scott Hurt,19308657,
Office,McCarty Building,202 N 9th Street,306,Boise,,ID,83702,15 800 SF,304 SF,Downtown,Office Building,,Negotiable,,,Scott Hurt,19308657,
Office,McCarty Building,202 N 9th Street,403,Boise,,ID,83702,15 800 SF,2 051 SF,Downtown,Office Building,,Negotiable,,,Scott Hurt,19308657,
Office,311 W Idaho Street,311 W Idaho Street,Space 1,Boise,,ID,83702,2 810 SF,2 810 SF,Downtown,Medical Office,A,$1.33 /SF/Mo,,,Jamie Anderson,19311866,Now
Office,9th & Idaho Building,225-237 N. 9th Street,510,Boise,,ID,83702,92 160 SF,1 433 SF,Downtown,Office Building,,$1.75 /SF/Mo,1 433 SF,,Thornton Oliver Keller Commercial Real Estate,19096627,Now
Office,9th & Idaho Building,225-237 N. 9th Street,3rd/4th,Boise,,ID,83702,92 160 SF,22 962 SF,Downtown,Office Building,,$1.75 /SF/Mo,22 962 SF,,Thornton Oliver Keller Commercial Real Estate,19096627,Now
Office,9th & Idaho Building,225-237 N. 9th Street,300,Boise,,ID,83702,92 160 SF,11 511 SF,Downtown,Office Building,,$1.75 /SF/Mo,11 511 SF,,Thornton Oliver Keller Commercial Real Estate,19096627,Now
Office,9th & Idaho Building,225-237 N. 9th Street,4th,Boise,,ID,83702,92 160 SF,11 451 SF,Downtown,Office Building,,$1.75 /SF/Mo,11 451 SF,,Thornton Oliver Keller Commercial Real Estate,19096627,Now
Office,9th & Idaho Building,225-237 N. 9th Street,410,Boise,,ID,83702,92 160 SF,2 645 SF,Downtown,Office Building,,$1.75 /SF/Mo,2 645 SF,,Thornton Oliver Keller Commercial Real Estate,19096627,Now
