Industrial,Maple Grove Center - Bldg 200,200 N Maple Grove Road,254,Boise,,ID,83704,51 360 SF,2 045 SF,West Bench,Warehouse,,$0.44 /SF/Mo,6 722 SF,,The Sundance Company,18112101,Now
Office,Ustick Court Office Space For Sale & Lease,8310 & 8382 Ustick Road,8382 Suite 200,Boise,,ID,83704,9 600 SF,1 600 SF,West Bench,Office Building,B,$1.08 /SF/Mo,3 200 SF,,Chrissy Smith,17704787,
Office,Ustick Court Office Space For Sale & Lease,8310 & 8382 Ustick Road,8382 Suite 300,Boise,,ID,83704,9 600 SF,1 600 SF,West Bench,Office Building,B,$1.08 /SF/Mo,3 200 SF,,Chrissy Smith,17704787,
Office,Ustick Court Office Space For Sale & Lease,8310 & 8382 Ustick Road,8310 Suite 300,Boise,,ID,83704,9 600 SF,2 400 SF,West Bench,Office Building,B,$1.08 /SF/Mo,2 400 SF,,Chrissy Smith,17704787,
Office,Emerald Tech Center  Bldg C,10215 W Emerald,120,Boise,,ID,83704,3 380 SF,3 380 SF,West Bench,Office Building,A,$1.04 /SF/Mo,,,Lew Manglos  CCIM  SIOR,18100540,
Office,FAIRVIEW OFFICE PARK,10020 W. Fairview Ave.,Suite #5/ 2nd Floor,Boise,,ID,83704,11 000 SF,1 375 SF,West Bench,Office Building,B,$1 /SF/Mo,1 375 SF,,David Gronbeck,18080006,
Industrial,Cottonwood Plaza Warehouse Sublease,350 North Mitchell Street,Warehouse,Boise,,ID,83704,43 426 SF,3 000 SF,West Bench,Warehouse,,$0.42 /SF/Mo,3 000 SF,,DJ Thompson,18056980,Now
Retail,11650 W. Fairview,11650 W. Fairview,Space 1,Boise,,ID,83713,9 221 SF,9 221 SF,West Bench,Vehicle Related,,$0.65 - $500 /SF/Mo,9 221 SF,,Lawrence Ross,17997464,
Industrial,Emerald Tech Center,10259 Emerald St.,Flex Space,Boise,,ID,83704,25 500 SF,6 863 SF,West Bench,Flex Space,,$0.75 /SF/Mo,,,Ron Van Auker,17906500,Now
Office,Cottonwood Plaza Data Center Sublease,350 North Mitchell Street,Available,Boise,,ID,83704,43 426 SF,9 651 SF,West Bench,Office Building,B,$0.83 /SF/Mo,9 651 SF,,DJ Thompson,17896185,Now
Retail,Mid Valley Plaza,10355 Fairview,Suite 10243,Boise,,ID,83704,50 000 SF,13 800 SF,West Bench,Free Standing Bldg,,$0.50 /SF/Mo,13 800 SF,,Mike Christensen,16483208,Now
Retail,Mid Valley Plaza,10355 Fairview,10305,Boise,,ID,83704,50 000 SF,12 078 SF,West Bench,Free Standing Bldg,,$0.50 /SF/Mo,12 078 SF,,Mike Christensen,16483208,Now
Office,The Village at Meridian - Office,3573 E. Longwing Lane,Bldg B,Meridian,,ID,83642,137 561 SF,5 004 SF,West Bench,Office Building,,Negotiable,5 004 SF,,Thornton Oliver Keller Commercial Real Estate,17785089,Now
Office,The Village at Meridian - Office,3573 E. Longwing Lane,Bldg F,Meridian,,ID,83642,137 561 SF,13 471 SF,West Bench,Office Building,,Negotiable,13 471 SF,,Thornton Oliver Keller Commercial Real Estate,17785089,Now
Office,The Village at Meridian - Office,3573 E. Longwing Lane,Bldg J,Meridian,,ID,83642,137 561 SF,54 980 SF,West Bench,Office Building,,Negotiable,54 980 SF,,Thornton Oliver Keller Commercial Real Estate,17785089,Now
Retail,Ustick Retail Center,6421-6517 Ustick Road,6421,Boise,,ID,83704,,3 500 SF,West Bench,Neighborhood Center,,$0.67 /SF/Mo,7 500 SF,,Rick McGraw,17812179,
Retail,Ustick Retail Center,6421-6517 Ustick Road,6423,Boise,,ID,83704,,2 500 SF,West Bench,Neighborhood Center,,$0.67 /SF/Mo,7 500 SF,,Rick McGraw,17812179,
Retail,Ustick Retail Center,6421-6517 Ustick Road,6427,Boise,,ID,83704,,2 500 SF,West Bench,Neighborhood Center,,$0.67 /SF/Mo,7 500 SF,,Rick McGraw,17812179,Now
Retail,Ustick Retail Center,6421-6517 Ustick Road,6515,Boise,,ID,83704,,2 500 SF,West Bench,Neighborhood Center,,$0.67 /SF/Mo,7 500 SF,,Rick McGraw,17812179,Now
Office,Pinnacle Square,9196 W. Emerald Street,Suite 110,Boise,,ID,83704,33 330 SF,1 499 SF,West Bench,Office Building,A,$1.25 /SF/Mo,,,Guy Levingston,17772770,
Office,Pinnacle Square,9196 W. Emerald Street,Suite 135,Boise,,ID,83704,33 330 SF,2 022 SF,West Bench,Office Building,A,$1.16 - $1.25 /SF/Mo,,,Guy Levingston,17772770,
Office,Pinnacle Square,9196 W. Emerald Street,Suite 140,Boise,,ID,83704,33 330 SF,1 920 SF,West Bench,Office Building,A,$1.16 - $1.25 /SF/Mo,,,Guy Levingston,17772770,
Office,Pinnacle Square,9196 W. Emerald Street,Suite 150,Boise,,ID,83704,33 330 SF,2 757 SF,West Bench,Office Building,A,$1.16 - $1.25 /SF/Mo,,,Guy Levingston,17772770,
Office,Pinnacle Square,9196 W. Emerald Street,Suite 170/180,Boise,,ID,83704,33 330 SF,4 329 SF,West Bench,Office Building,A,$1.16 - $1.25 /SF/Mo,4 329 SF,,Guy Levingston,17772770,
Office,Lease Rate Reduced  Milwaukee Office Space,3271 North Milwaukee,Suite B,Boise,,ID,83704,4 669 SF,1 369 SF,West Bench,Office Building,B,$0.75 /SF/Mo,2 769 SF,,Chrissy Smith,17736519,Now
Office,Lease Rate Reduced  Milwaukee Office Space,3271 North Milwaukee,Suite C Lower Level,Boise,,ID,83704,4 669 SF,1 400 SF,West Bench,Office Building,B,$0.50 - $0.75 /SF/Mo,2 769 SF,,Chrissy Smith,17736519,Now
Office,Rate Reduced-Generous T.I. Allowance Now Available,4776 North Five Mile Road,Space 1,Boise,,ID,83713,4 700 SF,1 810 SF,West Bench,Medical Office,B,$0.75 /SF/Mo,1 810 SF,,Chrissy Smith,17735922,Now
Office,Fairmont Professional Center,8291-8305 Northview St,8305,Boise,,ID,83704,7 560 SF,1 140 SF,West Bench,Office Building,A,$0.88 - $83.33 /SF/Mo,2 280 SF,,Lawrence Ross,17717946,
Retail,Fairview Shopping Center,5700 Fairview Avenue,Space 1,Boise,,ID,83706,,3 716 SF,West Bench,Strip Center,,Negotiable,,,Tim Thornton,17542784,
Office,5% Commission to Outside Broker!!!!,4491 N Dresden Place,Suite A,Garden City,,ID,83714,3 640 SF,1 707 SF,West Bench,Office Building,A,$1 /SF/Mo,1 707 SF,,Chrissy Smith,17460549,
Office,West Valley Business Center - Bldg D,9482-9494 C Fairview Ave.,9486 Fairview Ave,Boise,,ID,83704,11 983 SF,1 166 SF,West Bench,Office Building,B,$1.17 /SF/Mo,1 166 SF,,The Sundance Company,17314863,
Office,West Valley Business Center - Bldg D,9482-9494 C Fairview Ave.,9488 Fairview Ave,Boise,,ID,83704,11 983 SF,3 809 SF,West Bench,Office Building,B,$1 - $1.17 /SF/Mo,8 527 SF,,The Sundance Company,17314863,
Office,West Valley Business Center - Bldg D,9482-9494 C Fairview Ave.,9494 A Fairview Ave,Boise,,ID,83704,11 983 SF,1 250 SF,West Bench,Office Building,B,$1 - $1.17 /SF/Mo,1 250 SF,,The Sundance Company,17314863,
Office,West Valley Business Center - Bldg D,9482-9494 C Fairview Ave.,9494 B Fairview Ave,Boise,,ID,83704,11 983 SF,638 SF,West Bench,Office Building,B,$0.83 - $1.17 /SF/Mo,638 SF,,The Sundance Company,17314863,
Office,West Valley Business Center - Bldg A,9420 Fairview Ave,9422 Fairview Ave.,Boise,,ID,83704,11 727 SF,5 203 SF,West Bench,Office Building,B,$1 /SF/Mo,10 135 SF,,The Sundance Company,17314861,
Office,West Valley Business Center - Bldg A,9420 Fairview Ave,9430 Fairview Ave,Boise,,ID,83704,11 727 SF,1 402 SF,West Bench,Office Building,B,$1 /SF/Mo,10 135 SF,,The Sundance Company,17314861,Now
Office,West Valley Business Center - Bldg A,9420 Fairview Ave,9434 Fairview Ave,Boise,,ID,83704,11 727 SF,3 916 SF,West Bench,Office Building,B,$1 /SF/Mo,10 135 SF,,The Sundance Company,17314861,
Office,West Valley Business Center - Bldg C,9436-9458 Fairview Ave,9460 Fairview Ave,Boise,,ID,83704,14 325 SF,4 973 SF,West Bench,Office Building,B,$0.92 /SF/Mo,6 826 SF,,The Sundance Company,17314862,
Office,West Valley Business Center - Bldg C,9436-9458 Fairview Ave,9476 Fairview Ave,Boise,,ID,83704,14 325 SF,1 853 SF,West Bench,Office Building,B,$0.92 /SF/Mo,1 853 SF,,The Sundance Company,17314862,
Office,Maple Grove Center (office),200-300 North Maple Grove Road,292 N. Maple Grove Road,Boise,,ID,83704,51 360 SF,1 872 SF,West Bench,Office Building,C,$0.50 /SF/Mo,1 872 SF,,The Sundance Company,17063663,
Office,Maple Grove Center (office),200-300 North Maple Grove Road,294 N. Maple Grove Road,Boise,,ID,83704,51 360 SF,4 841 SF,West Bench,Office Building,C,$0.50 /SF/Mo,4 841 SF,,The Sundance Company,17063663,
Office,Mahogany Office Space and Executive Suite,13125 W Persimmon Lane,100-0,Boise,,ID,83713,5 500 SF,2 153 SF,West Bench,Office Building,A,$1.08 /SF/Mo,2 153 SF,,Timothy Sullivan Jr,16286666,
Office,Stonegate Office Complex,2995 North Cole Road,110,Boise,,ID,83704,23 838 SF,888 SF,West Bench,Office Building,B,$0.90 /SF/Mo,888 SF,,The Sundance Company,4259992,
Office,Stonegate Office Complex,2995 North Cole Road,150,Boise,,ID,83704,23 838 SF,2 796 SF,West Bench,Office Building,B,$0.90 /SF/Mo,2 796 SF,,The Sundance Company,4259992,
Office,Stonegate Office Complex,2995 North Cole Road,200C,Boise,,ID,83704,23 838 SF,1 391 SF,West Bench,Office Building,B,$0.90 /SF/Mo,1 391 SF,,The Sundance Company,4259992,
Office,Stonegate Office Complex,2995 North Cole Road,225,Boise,,ID,83704,23 838 SF,1 176 SF,West Bench,Office Building,B,$0.90 /SF/Mo,1 176 SF,,The Sundance Company,4259992,
Office,Stonegate Office Complex,2995 North Cole Road,240,Boise,,ID,83704,23 838 SF,899 SF,West Bench,Office Building,B,$0.90 /SF/Mo,899 SF,,The Sundance Company,4259992,
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 150,Boise,,ID,83706,33 098 SF,1 719 SF,West Bench,Office Building,A,$0.88 /SF/Mo,,,Jamie Anderson,19378526,Now
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 160,Boise,,ID,83706,33 098 SF,379 SF,West Bench,Office Building,A,$0.88 /SF/Mo,,,Jamie Anderson,19378526,Now
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 170,Boise,,ID,83706,33 098 SF,380 SF,West Bench,Office Building,A,$0.88 /SF/Mo,,,Jamie Anderson,19378526,Now
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 180,Boise,,ID,83706,33 098 SF,1 081 SF,West Bench,Office Building,A,$0.88 /SF/Mo,,,Jamie Anderson,19378526,Now
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 190,Boise,,ID,83706,33 098 SF,1 220 SF,West Bench,Office Building,A,$0.88 /SF/Mo,3 612 SF,,Jamie Anderson,19378526,Now
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 192,Boise,,ID,83706,33 098 SF,605 SF,West Bench,Office Building,A,$0.88 /SF/Mo,3 600 SF,,Jamie Anderson,19378526,Now
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 193,Boise,,ID,83706,33 098 SF,1 787 SF,West Bench,Office Building,A,$0.88 /SF/Mo,3 612 SF,,Jamie Anderson,19378526,Now
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 195,Boise,,ID,83706,33 098 SF,7 205 SF,West Bench,Office Building,A,$0.88 /SF/Mo,7 205 SF,,Jamie Anderson,19378526,Now
Office,Plaza Seven Building,5257 Fairview Avenue,Suite 220,Boise,,ID,83706,33 098 SF,2 046 SF,West Bench,Office Building,A,$0.88 /SF/Mo,,,Jamie Anderson,19378526,Now
Office,HP Campus - Building 2,11311 W. Chinden Blvd.,1st,Boise,,ID,83713,150 000 SF,30 000 SF,West Bench,Office Building,,$1.63 /SF/Mo,30 000 SF,,Thornton Oliver Keller Commercial Real Estate,19117272,Now
Office,HP Campus - Building 2,11311 W. Chinden Blvd.,2nd,Boise,,ID,83713,150 000 SF,78 128 SF,West Bench,Office Building,,$1.63 /SF/Mo,78 128 SF,,Thornton Oliver Keller Commercial Real Estate,19117272,Now
Office,HP Campus - Building 2,11311 W. Chinden Blvd.,1st/2nd,Boise,,ID,83713,150 000 SF,108 128 SF,West Bench,Office Building,,$1.63 /SF/Mo,108 128 SF,,Thornton Oliver Keller Commercial Real Estate,19117272,Now
Office,Eagle Crest Building,5418 N. Eagle Road,110,Boise,,ID,83713,13 000 SF,820 SF,West Bench,Office Building,,$1.21 /SF/Mo,820 SF,,Thornton Oliver Keller Commercial Real Estate,19020346,Now
Office,Eagle Crest Building,5418 N. Eagle Road,116,Boise,,ID,83713,13 000 SF,2 668 SF,West Bench,Office Building,,$1.08 - $1.21 /SF/Mo,2 668 SF,,Thornton Oliver Keller Commercial Real Estate,19020346,Now
Office,Fremont Place,6213 N. Cloverdale Road,115,Boise,,ID,83713,23 688 SF,1 311 SF,West Bench,Office Building,,$1.25 /SF/Mo,1 311 SF,,Thornton Oliver Keller Commercial Real Estate,19345750,Now
Office,Fremont Place,6213 N. Cloverdale Road,155,Boise,,ID,83713,23 688 SF,2 087 SF,West Bench,Office Building,,$1.25 /SF/Mo,2 087 SF,,Thornton Oliver Keller Commercial Real Estate,19345750,Now
Retail,600 N. Milwaukee Street,600 N. Milwaukee Street,Suite 1,Boise,,ID,83704,6 883 SF,3 067 SF,West Bench,Retail (Other),,$2.33 /SF/Mo,,,Jeffrey Hall,19339786,9/1/2015
Office,Advantage Building,12426 Explorer,101,Boise,,ID,83713,32 880 SF,947 SF,West Bench,Office Building,A,$1.41 /SF/Mo,4 611 SF,,Jamie Anderson,19335837,Now
Office,Advantage Building,12426 Explorer,190,Boise,,ID,83713,32 880 SF,3 664 SF,West Bench,Office Building,A,$1.41 /SF/Mo,4 611 SF,,Jamie Anderson,19335837,Now
Office,Advantage Building,12426 Explorer,230,Boise,,ID,83713,32 880 SF,1 230 SF,West Bench,Office Building,A,$1.41 /SF/Mo,,,Jamie Anderson,19335837,Now
Retail,Cole Village Shopping Center,3317-3485 N. Cole Road,Pad,Boise,,ID,83704,117 087 SF,3 000 SF,West Bench,Retail (Other),,Negotiable,3 000 SF,,Thornton Oliver Keller Commercial Real Estate,16178817,Now
Retail,Cole Village Shopping Center,3317-3485 N. Cole Road,3415,Boise,,ID,83704,117 087 SF,7 477 SF,West Bench,Retail (Other),,Negotiable,7 477 SF,,Thornton Oliver Keller Commercial Real Estate,16178817,Now
Retail,Cole Village Shopping Center,3317-3485 N. Cole Road,3361,Boise,,ID,83704,117 087 SF,7 840 SF,West Bench,Retail (Other),,$0.92 /SF/Mo,7 840 SF,,Thornton Oliver Keller Commercial Real Estate,16178817,Now
Retail,Cole Village Shopping Center,3317-3485 N. Cole Road,3415-102,Boise,,ID,83704,117 087 SF,1 413 SF,West Bench,Retail (Other),,$0.92 - $1.21 /SF/Mo,1 413 SF,,Thornton Oliver Keller Commercial Real Estate,16178817,Now
Retail,Cole Village Shopping Center,3317-3485 N. Cole Road,3415-103,Boise,,ID,83704,117 087 SF,1 561 SF,West Bench,Retail (Other),,$0.92 - $1.21 /SF/Mo,1 561 SF,,Thornton Oliver Keller Commercial Real Estate,16178817,Now
Retail,Cole Village Shopping Center,3317-3485 N. Cole Road,3415-104,Boise,,ID,83704,117 087 SF,4 503 SF,West Bench,Retail (Other),,$0.92 - $1.21 /SF/Mo,4 503 SF,,Thornton Oliver Keller Commercial Real Estate,16178817,Now
Retail,Cole Village Shopping Center,3317-3485 N. Cole Road,3395,Boise,,ID,83704,117 087 SF,3 395 SF,West Bench,Retail (Other),,$0.92 - $1.21 /SF/Mo,3 395 SF,,Thornton Oliver Keller Commercial Real Estate,16178817,Now
Industrial,Discovery Plaza Parcels,Discovery Way,1,Boise,,ID,83713,36 000 SF,36 000 SF,West Bench,Flex Space,,Negotiable,36 000 SF,,Thornton Oliver Keller Commercial Real Estate,19280267,Now
Industrial,Westpark Corp Campus C,9925-9939 W. Emerald Street,9927,Boise,,ID,83704,19 040 SF,3 831 SF,West Bench,Flex Space,,$0.64 /SF/Mo,3 831 SF,,Thornton Oliver Keller Commercial Real Estate,13732684,Now
Industrial,Westpark Corp Campus C,9925-9939 W. Emerald Street,9939,Boise,,ID,83704,19 040 SF,7 255 SF,West Bench,Flex Space,,$0.68 /SF/Mo,7 255 SF,,Thornton Oliver Keller Commercial Real Estate,13732684,Now
Industrial,Westpark Corp Campus C,9925-9939 W. Emerald Street,9931,Boise,,ID,83704,19 040 SF,2 813 SF,West Bench,Flex Space,,$0.45 /SF/Mo,2 813 SF,,Thornton Oliver Keller Commercial Real Estate,13732684,Now
Industrial,Westpark Corp Campus C,9925-9939 W. Emerald Street,9933,Boise,,ID,83704,19 040 SF,2 723 SF,West Bench,Flex Space,,$0.58 /SF/Mo,2 723 SF,,Thornton Oliver Keller Commercial Real Estate,13732684,Now
Office,450 Maple Grove,450 S. Maple Grove Road,1,Boise,,ID,83709,1 200 SF,1 200 SF,West Bench,Office Building,,$1 /SF/Mo,1 200 SF,,Thornton Oliver Keller Commercial Real Estate,19272032,Now
Office,Aspen West,7213 - 7275 Potomac,7265,Boise,,ID,83704,9 800 SF,1 221 SF,West Bench,Office Building,C,$0.82 - $83.33 /SF/Mo,1 221 SF,,Scott Nicholson,16603645,9/1/2015
Office,12783 LaSalle Street,12783 Lasalle Street,1,Boise,,ID,83713,5 200 SF,1 100 SF,West Bench,Office Building,,$1.17 /SF/Mo,1 100 SF,,Thornton Oliver Keller Commercial Real Estate,19251799,Now
Office,Spring Point,10274-10280 W. Ustick Road,10280,Boise,,ID,83704,3 950 SF,2 313 SF,West Bench,Office Building,,$1.19 /SF/Mo,2 313 SF,,Thornton Oliver Keller Commercial Real Estate,19216654,Now
Office,Emerald Tech Building 7,10095 W. Emerald Street,Space 1,Boise,,ID,83704,11 504 SF,11 504 SF,West Bench,Office Building,A,$1.38 /SF/Mo,,,Jim Hosac,19132563,Now
Office,3308 N. Cole Road,3308 N. Cole Road,Suite # C,Boise,,ID,83704,390 SF,390 SF,West Bench,Office Building,B,$1.09 - $35.42 /SF/Mo,,,Craig Hamilton,19127454,Now
Retail,Pineview Plaza,10804-10870 W. Fairview Avenue,10804-102,Boise,,ID,83713,12 000 SF,1 000 SF,West Bench,Retail (Other),,$1 /SF/Mo,1 000 SF,,Thornton Oliver Keller Commercial Real Estate,19117273,Now
Office,Five Mile Professional Park,10552 Garverdale Ct.,904,Boise,,ID,83704,7 024 SF,1 768 SF,West Bench,Medical Office,B,$0.88 /SF/Mo,,,Jamie Anderson,19080053,
Retail,Ustick Marketplace,3540 N. Eagle Road,1,Meridian,,ID,83646,20 000 SF,20 000 SF,West Bench,Retail (Other),,Negotiable,20 000 SF,,Thornton Oliver Keller Commercial Real Estate,19038694,Now
Office,Brighton Plaza,12601 W. Explorer Drive,150,Boise,,ID,83713,43 296 SF,4 943 SF,West Bench,Office Building,,$1.54 /SF/Mo,4 943 SF,,Thornton Oliver Keller Commercial Real Estate,18490792,Now
Office,Brighton Plaza,12601 W. Explorer Drive,2nd - 1,Boise,,ID,83713,43 296 SF,3 347 SF,West Bench,Office Building,,$1.54 /SF/Mo,3 347 SF,,Thornton Oliver Keller Commercial Real Estate,18490792,Now
Office,Brighton Plaza,12601 W. Explorer Drive,2nd - 2,Boise,,ID,83713,43 296 SF,2 771 SF,West Bench,Office Building,,$1.54 /SF/Mo,2 771 SF,,Thornton Oliver Keller Commercial Real Estate,18490792,Now
Office,Brighton Plaza,12601 W. Explorer Drive,2nd - 3,Boise,,ID,83713,43 296 SF,3 457 SF,West Bench,Office Building,,$1.54 /SF/Mo,3 457 SF,,Thornton Oliver Keller Commercial Real Estate,18490792,Now
Office,Brighton Plaza,12601 W. Explorer Drive,2nd,Boise,,ID,83713,43 296 SF,9 575 SF,West Bench,Office Building,,$1.54 /SF/Mo,9 575 SF,,Thornton Oliver Keller Commercial Real Estate,18490792,Now
Industrial,8455 Westpark,8455-8481 Westpark Street,8455,Boise,,ID,83704,117 510 SF,78 210 SF,West Bench,Warehouse,,$0.45 /SF/Mo,78 210 SF,,Thornton Oliver Keller Commercial Real Estate,15517756,Now
Industrial,8455 Westpark,8455-8481 Westpark Street,8481,Boise,,ID,83704,117 510 SF,39 300 SF,West Bench,Warehouse,,$0.42 /SF/Mo,39 300 SF,,Thornton Oliver Keller Commercial Real Estate,15517756,Now
Industrial,8455 Westpark,8455-8481 Westpark Street,8455/8481,Boise,,ID,83704,117 510 SF,117 510 SF,West Bench,Warehouse,,$0.44 /SF/Mo,117 510 SF,,Thornton Oliver Keller Commercial Real Estate,15517756,Now
Retail,McMillans Corner,4568-4744 Eagle Road,104,Boise,,ID,83713,80 287 SF,1 334 SF,West Bench,Retail (Other),,$1.50 /SF/Mo,1 334 SF,,Thornton Oliver Keller Commercial Real Estate,18950332,Now
Retail,McMillans Corner,4568-4744 Eagle Road,108,Boise,,ID,83713,80 287 SF,1 285 SF,West Bench,Retail (Other),,$1.50 - $1.58 /SF/Mo,1 285 SF,,Thornton Oliver Keller Commercial Real Estate,18950332,Now
Office,Bridger 3,12586 W. Bridger Street,100,Boise,,ID,83713,17 936 SF,3 579 SF,West Bench,Office Building,,$1.25 /SF/Mo,3 579 SF,,Thornton Oliver Keller Commercial Real Estate,18897073,Now
Retail,BRC Plaza,12505 Chinden Blvd.,N,Boise,,ID,83713,12 360 SF,1 393 SF,West Bench,Retail (Other),,$1 /SF/Mo,1 393 SF,,Thornton Oliver Keller Commercial Real Estate,17900000,Now
Office,Emerald Station,8757 W. Emerald Street,B,Boise,,ID,83704,31 947 SF,6 195 SF,West Bench,Office Building,,$1.25 /SF/Mo,6 195 SF,,Thornton Oliver Keller Commercial Real Estate,18853835,Now
Industrial,Emerald Tech Building 5,423 N. Ancestor Place,100,Boise,,ID,83704,15 092 SF,2 897 SF,West Bench,Flex Space,,Negotiable,2 897 SF,,Jim Hosac,18780869,Now
Retail,Kid to Kid Retail,1574 N. Wildwood Way,1,Boise,,ID,83713,12 344 SF,3 624 SF,West Bench,Retail (Other),,$1.41 /SF/Mo,3 624 SF,,Thornton Oliver Keller Commercial Real Estate,18617577,Now
Office,Olympus Building,6225 N. Meeker Place,130,Boise,,ID,83713,22 784 SF,2 865 SF,West Bench,Office Building,,$1.29 /SF/Mo,2 865 SF,,Thornton Oliver Keller Commercial Real Estate,14930636,Now
Office,Olympus Building,6225 N. Meeker Place,225,Boise,,ID,83713,22 784 SF,2 318 SF,West Bench,Office Building,,$1.29 /SF/Mo,2 318 SF,,Thornton Oliver Keller Commercial Real Estate,14930636,Now
Office,10480 W Garverdale Court,10480 W Garverdale Court,808,Boise,,ID,83704,6 922 SF,1 506 SF,West Bench,Office Building,,$0.75 /SF/Mo,,,Jamie Anderson,18570566,Now
Office,Five Mile Professional Park,10448 W Garverdale Court,604,Boise,,ID,83704,7 190 SF,1 986 SF,West Bench,Office Building,,$0.58 /SF/Mo,,,Jamie Anderson,18570591,
Office,West Boise Professional Center,8854 W. Emerald Street,200,Boise,,ID,83704,33 999 SF,1 457 SF,West Bench,Medical Office,,$1.17 /SF/Mo,1 457 SF,,Thornton Oliver Keller Commercial Real Estate,18562334,Now
Office,West Boise Professional Center,8854 W. Emerald Street,220,Boise,,ID,83704,33 999 SF,1 814 SF,West Bench,Medical Office,,$1.17 /SF/Mo,1 814 SF,,Thornton Oliver Keller Commercial Real Estate,18562334,Now
Office,West Boise Professional Center,8854 W. Emerald Street,250,Boise,,ID,83704,33 999 SF,1 809 SF,West Bench,Medical Office,,$1.17 /SF/Mo,1 809 SF,,Thornton Oliver Keller Commercial Real Estate,18562334,Now
Office,West Boise Professional Center,8854 W. Emerald Street,260,Boise,,ID,83704,33 999 SF,3 980 SF,West Bench,Medical Office,,$1.17 /SF/Mo,3 980 SF,,Thornton Oliver Keller Commercial Real Estate,18562334,Now
Office,West Boise Professional Center,8854 W. Emerald Street,290,Boise,,ID,83704,33 999 SF,2 212 SF,West Bench,Medical Office,,$1.17 /SF/Mo,2 212 SF,,Thornton Oliver Keller Commercial Real Estate,18562334,Now
Office,West Boise Professional Center,8854 W. Emerald Street,200-290,Boise,,ID,83704,33 999 SF,9 463 SF,West Bench,Medical Office,,$1.17 /SF/Mo,9 463 SF,,Thornton Oliver Keller Commercial Real Estate,18562334,Now
Retail,Jewel Building,7447 Emerald Street,130,Boise,,ID,83704,12 000 SF,1 771 SF,West Bench,Retail (Other),,$1.08 /SF/Mo,1 771 SF,,Thornton Oliver Keller Commercial Real Estate,18518853,Now
Retail,Jewel Building,7447 Emerald Street,110,Boise,,ID,83704,12 000 SF,2 111 SF,West Bench,Retail (Other),,$1.08 /SF/Mo,2 111 SF,,Thornton Oliver Keller Commercial Real Estate,18518853,Now
Retail,Jewel Building,7447 Emerald Street,110/140,Boise,,ID,83704,12 000 SF,7 662 SF,West Bench,Retail (Other),,$1.08 /SF/Mo,7 662 SF,,Thornton Oliver Keller Commercial Real Estate,18518853,Now
Retail,Jewel Building,7447 Emerald Street,120,Boise,,ID,83704,12 000 SF,1 896 SF,West Bench,Retail (Other),,$1.08 /SF/Mo,1 896 SF,,Thornton Oliver Keller Commercial Real Estate,18518853,Now
Retail,Jewel Building,7447 Emerald Street,140,Boise,,ID,83704,12 000 SF,1 884 SF,West Bench,Retail (Other),,$1.08 /SF/Mo,1 884 SF,,Thornton Oliver Keller Commercial Real Estate,18518853,Now
Retail,Fairview/Milwaukee Plaza,1405-1587 N. Milwaukee Street,1455,Boise,,ID,83704,68 997 SF,1 440 SF,West Bench,Retail (Other),,$1.25 /SF/Mo,1 440 SF,,Thornton Oliver Keller Commercial Real Estate,17353480,Now
Retail,Fairview/Milwaukee Plaza,1405-1587 N. Milwaukee Street,1415,Boise,,ID,83704,68 997 SF,2 448 SF,West Bench,Retail (Other),,$1.25 /SF/Mo,2 448 SF,,Thornton Oliver Keller Commercial Real Estate,17353480,Now
Retail,Fairview/Milwaukee Plaza,1405-1587 N. Milwaukee Street,1451,Boise,,ID,83704,68 997 SF,1 696 SF,West Bench,Retail (Other),,$1.25 /SF/Mo,1 696 SF,,Thornton Oliver Keller Commercial Real Estate,17353480,Now
Retail,Fairview/Milwaukee Plaza,1405-1587 N. Milwaukee Street,1401,Boise,,ID,83704,68 997 SF,5 600 SF,West Bench,Retail (Other),,$1.25 /SF/Mo,5 600 SF,,Thornton Oliver Keller Commercial Real Estate,17353480,Now
Office,Clint & Graham Building,1365 N. Orchard Street,104,Boise,,ID,83706,24 000 SF,112 SF,West Bench,Office Building,,$1 /SF/Mo,112 SF,,Thornton Oliver Keller Commercial Real Estate,14182588,Now
Office,Clint & Graham Building,1365 N. Orchard Street,105,Boise,,ID,83706,24 000 SF,288 SF,West Bench,Office Building,,$1 /SF/Mo,288 SF,,Thornton Oliver Keller Commercial Real Estate,14182588,Now
Office,Clint & Graham Building,1365 N. Orchard Street,108,Boise,,ID,83706,24 000 SF,260 SF,West Bench,Office Building,,$1 /SF/Mo,260 SF,,Thornton Oliver Keller Commercial Real Estate,14182588,Now
Office,Clint & Graham Building,1365 N. Orchard Street,110,Boise,,ID,83706,24 000 SF,231 SF,West Bench,Office Building,,$1 /SF/Mo,231 SF,,Thornton Oliver Keller Commercial Real Estate,14182588,Now
Office,Clint & Graham Building,1365 N. Orchard Street,305,Boise,,ID,83706,24 000 SF,384 SF,West Bench,Office Building,,$1 /SF/Mo,384 SF,,Thornton Oliver Keller Commercial Real Estate,14182588,Now
